Employee ID;Date of Joining;Gender;Company Type;WFH Setup Available;Designation;Resource Allocation;Mental Fatigue Score;Salary
fffe3200360037003800;39671;Male;Service;No;3.0;6.0;7.7;2000
fffe3800340030003100;39453;Female;Service;No;4.0;7.0;7.3;9000
fffe3300330038003100;39565;Female;Service;No;1.0;2.0;4.0;12000
fffe31003700370032003100;39553;Male;Service;No;2.0;4.0;5.2;13000
fffe3500320036003800;39589;Male;Service;Yes;3.0;6.0;5.7;3000
fffe31003200310036003800;39805;Male;Product;Yes;3.0;6.0;4.6;2000
fffe3500340033003600;39589;Female;Service;No;3.0;5.0;6.8;9000
fffe3400300037003000;39788;Female;Product;No;1.0;4.0;5.1;6000
fffe3600320033003200;39581;Female;Product;No;2.0;4.0;5.9;15000
fffe3100350037003800;39666;Female;Service;Yes;0.0;1.0;3.7;12000
fffe33003300340030003100;39503;Male;Product;No;2.0;6.0;6.9;8000
fffe32003700350030003200;39502;Male;Service;No;1.0;2.0;4.2;11000
fffe33003100320030003100;39500;Male;Service;Yes;1.0;4.0;4.7;6000
fffe32003100360032003200;39466;Male;Service;No;4.0;9.0;8.3;2000
fffe3500310039003500;39480;Female;Service;No;3.0;5.0;5.6;3000
fffe32003500310037003000;39588;Female;Service;Yes;2.0;4.0;6.0;1000
fffe32003300390032003200;39689;Female;Service;Yes;3.0;5.0;5.3;12000
fffe3900310036003400;39499;Male;Service;Yes;1.0;3.0;5.2;1000
fffe3700310039003900;39777;Male;Service;No;2.0;3.0;3.4;9000
fffe32003300310031003000;39613;Male;Service;No;3.0;6.0;7.1;9000
fffe31003400370036003700;39619;Male;Product;No;1.0;4.0;6.8;1000
fffe39003900;39758;Female;Service;No;2.0;5.0;7.0;5000
fffe32003300300035003000;39722;Female;Product;Yes;1.0;3.0;4.0;13000
fffe31003500380031003700;39645;Female;Service;No;2.0;4.0;6.5;10000
fffe3400370034003000;39593;Female;Product;Yes;1.0;2.0;5.7;5000
fffe31003900340039003900;39479;Male;Product;No;2.0;5.0;6.4;13000
fffe33003900;39489;Male;Product;Yes;3.0;4.0;5.2;9000
fffe31003900370037003700;39586;Male;Service;Yes;2.0;5.0;5.4;4000
fffe31003600380031003100;39662;Female;Service;No;3.0;5.0;6.4;7000
fffe3200370031003100;39473;Male;Service;No;4.0;7.0;7.7;6000
fffe3700320030003700;39701;Male;Service;Yes;2.0;2.0;1.5;7000
fffe3700370031003100;39673;Female;Product;Yes;0.0;1.0;4.0;7000
fffe31003600350035003300;39471;Female;Service;Yes;1.0;3.0;1.9;13000
fffe33003400390030003100;39569;Male;Product;No;0.0;2.0;3.5;4000
fffe3500340037003300;39608;Male;Product;No;3.0;5.0;4.7;3000
fffe32003600340036003100;39690;Female;Product;No;0.0;1.0;4.0;6000
fffe32003700370035003900;39473;Female;Product;No;3.0;6.0;4.9;9000
fffe31003400370037003100;39687;Male;Service;Yes;3.0;5.0;6.1;7000
fffe32003700370038003700;39734;Female;Service;Yes;3.0;5.0;6.9;7000
fffe32003300390038003400;39750;Male;Service;No;3.0;7.0;7.6;8000
fffe32003000370034003800;39788;Female;Service;Yes;1.0;4.0;5.8;9000
fffe31003800360034003000;39603;Male;Service;No;3.0;7.0;8.3;4000
fffe31003900390034003400;39540;Male;Service;Yes;1.0;3.0;3.7;5000
fffe33003000350035003600;39508;Male;Product;No;3.0;6.0;7.9;4000
fffe3100340034003600;39733;Male;Service;No;2.0;5.0;5.8;13000
fffe3800390030003400;39744;Female;Service;Yes;1.0;1.0;3.7;5000
fffe33003000330034003300;39522;Female;Service;Yes;3.0;5.0;6.3;10000
fffe32003700300035003300;39797;Female;Service;Yes;2.0;5.0;5.5;5000
fffe31003700320034003000;39728;Male;Product;Yes;2.0;3.0;4.0;12000
fffe31003700380036003200;39727;Female;Service;Yes;2.0;3.0;3.8;15000
fffe33003400310030003700;39591;Male;Product;Yes;3.0;7.0;7.4;4000
fffe32003100390039003000;39549;Female;Service;Yes;3.0;5.0;6.2;10000
fffe32003500330036003800;39731;Female;Service;No;1.0;2.0;5.1;12000
fffe32003900300031003600;39761;Female;Product;Yes;1.0;3.0;6.0;8000
fffe32003100360031003200;39523;Female;Service;Yes;1.0;3.0;6.8;12000
fffe32003500310033003900;39588;Male;Product;No;3.0;6.0;5.8;15000
fffe31003400370036003600;39804;Female;Product;Yes;1.0;3.0;5.2;3000
fffe31003500380031003400;39638;Male;Service;No;4.0;9.0;10.0;9000
fffe32003600320036003600;39591;Male;Service;No;3.0;6.0;6.3;8000
fffe3400340036003300;39761;Female;Service;Yes;3.0;6.0;5.4;5000
fffe32003800340034003400;39518;Female;Product;No;4.0;8.0;8.2;12000
fffe31003300350034003900;39726;Male;Service;Yes;1.0;3.0;5.3;15000
fffe32003800370032003400;39505;Female;Service;Yes;3.0;5.0;6.7;14000
fffe350038003700;39620;Female;Service;No;1.0;2.0;3.4;14000
fffe32003900300034003600;39757;Male;Service;Yes;3.0;6.0;4.1;9000
fffe31003700360036003400;39546;Female;Service;No;2.0;7.0;8.5;3000
fffe31003300300037003000;39810;Male;Service;Yes;2.0;4.0;5.5;7000
fffe3200370038003300;39491;Male;Product;Yes;3.0;8.0;9.5;2000
fffe32003200380031003200;39752;Female;Service;No;3.0;8.0;9.2;9000
fffe33003100360037003400;39602;Female;Product;Yes;2.0;3.0;6.3;10000
fffe32003400340033003800;39493;Male;Service;Yes;3.0;7.0;8.7;11000
fffe31003500360037003900;39784;Male;Service;No;3.0;6.0;6.0;2000
fffe33003200380037003700;39516;Female;Product;Yes;1.0;2.0;5.5;7000
fffe32003400370033003400;39722;Female;Service;No;2.0;4.0;7.7;7000
fffe3500300035003200;39536;Male;Product;No;2.0;5.0;6.2;9000
fffe31003400330031003300;39644;Female;Service;Yes;2.0;3.0;3.9;4000
fffe32003400390030003400;39637;Male;Service;No;2.0;3.0;4.1;1000
fffe32003600350038003400;39755;Male;Service;No;2.0;4.0;3.9;5000
fffe33003100370030003700;39583;Female;Service;Yes;3.0;6.0;6.0;15000
fffe31003300390038003800;39628;Female;Service;Yes;3.0;5.0;5.7;1000
fffe31003800350036003500;39720;Female;Service;No;3.0;6.0;7.2;4000
fffe32003400380038003400;39638;Female;Service;Yes;1.0;1.0;2.5;13000
fffe31003300390030003200;39813;Male;Product;No;4.0;7.0;7.2;6000
fffe32003400330035003700;39540;Female;Service;Yes;1.0;4.0;6.2;10000
fffe31003300380033003000;39564;Female;Service;No;2.0;4.0;5.9;11000
fffe3800340033003900;39595;Male;Service;No;0.0;1.0;2.7;2000
fffe32003600380035003000;39792;Male;Product;Yes;2.0;3.0;2.5;13000
fffe3500380034003500;39703;Male;Service;No;2.0;5.0;7.1;14000
fffe3100390037003500;39772;Female;Service;No;1.0;3.0;4.0;3000
fffe31003400370035003100;39582;Male;Service;Yes;4.0;8.0;6.4;11000
fffe3500320030003700;39681;Female;Service;No;3.0;6.0;7.0;7000
fffe31003200380033003600;39794;Female;Product;Yes;1.0;4.0;5.0;8000
fffe360039003600;39601;Male;Product;No;2.0;3.0;6.1;7000
fffe31003700370038003800;39716;Male;Product;No;4.0;7.0;7.3;8000
fffe32003100360034003100;39472;Male;Service;No;4.0;6.0;7.6;13000
fffe33003400310031003600;39708;Male;Service;No;2.0;3.0;4.8;3000
fffe33003000390032003800;39805;Female;Product;Yes;0.0;1.0;4.1;8000
fffe3900340031003900;39564;Female;Product;No;1.0;3.0;5.0;7000
fffe3400330031003700;39578;Male;Product;No;3.0;6.0;7.5;13000
fffe3600360037003600;39775;Male;Service;No;3.0;6.0;7.4;12000
fffe31003000310037003100;39483;Female;Service;No;2.0;4.0;5.4;12000
fffe3400350033003700;39512;Male;Product;Yes;0.0;1.0;5.0;7000
fffe31003300350038003400;39577;Female;Service;No;2.0;5.0;6.1;2000
fffe31003300310035003000;39797;Female;Service;Yes;2.0;3.0;4.7;1000
fffe3200380038003500;39546;Male;Service;Yes;0.0;1.0;1.8;6000
fffe32003100320038003200;39631;Male;Service;No;3.0;6.0;8.3;5000
fffe32003900370038003400;39692;Male;Service;No;2.0;6.0;7.3;4000
fffe31003800330034003400;39715;Male;Service;No;3.0;6.0;6.9;12000
fffe31003300390035003800;39567;Female;Service;Yes;1.0;3.0;5.1;14000
fffe32003800330031003100;39536;Male;Service;No;4.0;8.0;8.4;6000
fffe31003500360032003600;39646;Male;Service;No;2.0;3.0;2.0;7000
fffe32003300380032003000;39647;Female;Product;Yes;4.0;7.0;7.2;14000
fffe32003400350030003300;39585;Female;Product;No;2.0;4.0;3.9;2000
fffe31003000330033003600;39696;Female;Product;Yes;1.0;1.0;0.0;11000
fffe370036003000;39539;Female;Product;Yes;1.0;3.0;6.6;10000
fffe33003400390038003000;39545;Female;Service;Yes;3.0;5.0;7.2;3000
fffe31003000310034003000;39531;Male;Service;No;3.0;6.0;6.6;7000
fffe31003800300038003100;39629;Male;Service;Yes;3.0;5.0;6.9;1000
fffe32003600330037003200;39566;Female;Service;No;1.0;3.0;5.7;3000
fffe32003100380037003600;39455;Female;Product;No;4.0;8.0;7.1;5000
fffe31003100320033003200;39484;Female;Product;No;2.0;4.0;4.9;7000
fffe32003700300031003200;39712;Male;Service;Yes;2.0;4.0;7.7;1000
fffe33003100310037003900;39529;Male;Service;No;2.0;5.0;5.5;15000
fffe33003400350032003000;39777;Male;Service;Yes;1.0;3.0;4.3;10000
fffe3900390034003700;39485;Female;Product;Yes;0.0;1.0;3.6;14000
fffe31003900380037003200;39495;Male;Service;Yes;3.0;4.0;5.0;3000
fffe3800320038003400;39698;Male;Product;No;3.0;6.0;8.2;9000
fffe33003000310032003600;39653;Female;Product;Yes;4.0;8.0;8.2;6000
fffe3400340038003900;39748;Female;Product;Yes;0.0;1.0;2.2;2000
fffe350039003700;39491;Male;Product;Yes;3.0;4.0;5.2;11000
fffe33003300350034003100;39475;Male;Service;No;2.0;6.0;6.7;10000
fffe3200390037003000;39526;Male;Service;Yes;4.0;9.0;7.8;12000
fffe33003300340035003800;39806;Female;Service;No;1.0;3.0;2.4;7000
fffe31003900370032003800;39689;Female;Service;Yes;2.0;4.0;4.5;6000
fffe33003400330036003100;39450;Male;Product;No;2.0;5.0;7.2;12000
fffe33003200350036003300;39661;Male;Product;No;2.0;5.0;6.3;1000
fffe3300350034003800;39450;Female;Product;No;4.0;7.0;6.3;10000
fffe3800320035003200;39504;Female;Service;Yes;1.0;1.0;2.8;11000
fffe310032003000;39742;Male;Service;Yes;0.0;1.0;1.6;3000
fffe32003700360031003200;39633;Male;Service;Yes;3.0;4.0;5.0;7000
fffe3900360035003600;39467;Male;Service;No;3.0;5.0;6.4;5000
fffe31003400360034003600;39646;Male;Service;No;4.0;9.0;8.3;15000
fffe360034003700;39548;Female;Service;Yes;3.0;4.0;6.7;13000
fffe31003000390035003400;39713;Female;Product;No;3.0;4.0;5.7;12000
fffe33003300330034003700;39799;Male;Service;Yes;4.0;7.0;7.7;9000
fffe31003700340038003700;39752;Male;Service;No;2.0;5.0;5.3;12000
fffe32003200330031003300;39741;Female;Service;No;1.0;2.0;6.2;6000
fffe32003500360032003300;39674;Male;Service;No;3.0;6.0;7.1;8000
fffe31003100350039003400;39610;Male;Product;Yes;1.0;1.0;4.5;15000
fffe33003300340032003100;39791;Female;Product;No;2.0;4.0;6.7;8000
fffe3700340030003500;39640;Female;Service;No;0.0;2.0;4.7;4000
fffe31003100330037003600;39570;Male;Product;No;3.0;6.0;7.4;12000
fffe31003600300030003100;39452;Female;Product;No;4.0;9.0;9.4;1000
fffe32003400300037003200;39569;Female;Service;Yes;2.0;5.0;5.2;10000
fffe31003500390030003100;39661;Male;Product;Yes;2.0;4.0;3.7;14000
fffe32003900340034003100;39755;Male;Product;No;1.0;2.0;1.5;8000
fffe33003400370039003000;39661;Male;Product;No;3.0;7.0;7.3;13000
fffe33003000320037003400;39743;Male;Product;No;1.0;2.0;5.1;8000
fffe31003500310032003600;39646;Male;Service;No;1.0;2.0;5.5;13000
fffe32003400350034003600;39554;Female;Service;No;2.0;5.0;6.6;7000
fffe31003700380033003900;39694;Male;Service;Yes;2.0;3.0;3.6;7000
fffe31003400300033003200;39580;Male;Product;No;1.0;2.0;4.9;7000
fffe3500330032003000;39763;Female;Service;No;3.0;7.0;7.7;4000
fffe32003000330038003100;39556;Male;Service;No;3.0;5.0;7.0;2000
fffe31003500310037003900;39645;Male;Product;No;3.0;6.0;9.5;3000
fffe32003000340037003200;39763;Female;Service;No;3.0;7.0;7.8;2000
fffe33003200350035003200;39715;Male;Service;Yes;3.0;4.0;6.9;10000
fffe3500370030003600;39623;Female;Service;No;3.0;6.0;6.6;2000
fffe32003700380033003500;39491;Male;Service;No;4.0;6.0;7.7;4000
fffe32003000370039003100;39537;Male;Service;No;4.0;6.0;7.3;4000
fffe31003300330039003500;39570;Female;Service;Yes;2.0;4.0;6.8;5000
fffe3100360036003400;39599;Male;Product;Yes;4.0;8.0;6.8;9000
fffe3300310036003600;39611;Female;Service;Yes;2.0;3.0;3.3;9000
fffe32003900380032003800;39789;Female;Service;No;2.0;5.0;6.4;1000
fffe31003800310030003100;39688;Female;Product;Yes;1.0;3.0;3.5;5000
fffe3900340039003200;39739;Female;Service;Yes;1.0;2.0;3.5;3000
fffe32003400390034003200;39621;Male;Service;Yes;0.0;1.0;1.6;3000
fffe31003700330036003200;39722;Female;Service;No;2.0;2.0;3.1;10000
fffe33003400300035003100;39734;Male;Service;Yes;3.0;6.0;8.0;11000
fffe3600370031003200;39462;Female;Service;No;2.0;5.0;7.5;6000
fffe310037003500;39517;Male;Service;No;2.0;5.0;5.7;10000
fffe31003900380036003500;39503;Female;Product;Yes;2.0;3.0;2.9;11000
fffe32003800300032003800;39539;Female;Service;No;3.0;7.0;8.6;1000
fffe31003000380037003800;39694;Male;Service;Yes;1.0;3.0;5.9;8000
fffe3800310031003500;39610;Male;Service;No;3.0;7.0;7.9;6000
fffe3100360035003100;39527;Female;Service;No;2.0;4.0;4.0;8000
fffe3300360033003600;39792;Female;Service;Yes;1.0;3.0;4.2;13000
fffe3900390038003900;39628;Male;Service;No;2.0;6.0;7.4;4000
fffe3800360035003600;39681;Male;Service;Yes;2.0;2.0;4.2;2000
fffe31003200380036003700;39764;Female;Service;No;2.0;5.0;8.1;10000
fffe3300350032003900;39611;Male;Service;No;5.0;10.0;10.0;11000
fffe32003000320037003400;39630;Female;Service;No;1.0;2.0;3.2;10000
fffe32003700320035003300;39697;Male;Service;No;3.0;5.0;8.6;3000
fffe33003200320035003800;39767;Female;Service;No;2.0;3.0;4.5;2000
fffe3700370033003500;39654;Male;Product;No;4.0;7.0;9.1;4000
fffe3200350037003800;39771;Female;Product;Yes;1.0;3.0;4.2;10000
fffe320032003100;39477;Female;Service;Yes;3.0;6.0;6.2;10000
fffe32003000360039003900;39811;Female;Service;Yes;2.0;4.0;4.0;1000
fffe31003300360031003600;39589;Female;Service;Yes;3.0;8.0;7.6;1000
fffe33003400380036003400;39466;Female;Service;Yes;5.0;9.0;9.0;12000
fffe3700330030003100;39560;Female;Product;Yes;1.0;2.0;5.5;8000
fffe31003300390031003200;39564;Male;Service;Yes;4.0;7.0;7.6;11000
fffe3500370039003500;39680;Male;Service;No;3.0;7.0;7.3;12000
fffe32003100370031003700;39766;Female;Service;Yes;3.0;5.0;6.7;11000
fffe31003000370032003000;39797;Male;Product;Yes;2.0;3.0;4.7;13000
fffe31003100390035003200;39757;Male;Product;Yes;2.0;4.0;6.1;9000
fffe32003800340036003500;39612;Female;Product;No;3.0;6.0;7.5;10000
fffe31003000320031003000;39561;Male;Service;No;1.0;5.0;6.8;7000
fffe31003100350034003300;39729;Female;Service;No;3.0;7.0;9.9;3000
fffe3800350031003900;39480;Male;Service;Yes;2.0;3.0;3.2;9000
fffe33003400380038003700;39595;Male;Product;No;2.0;3.0;6.2;4000
fffe33003200350037003100;39694;Female;Product;Yes;2.0;4.0;4.1;5000
fffe32003000340030003600;39627;Female;Service;Yes;1.0;3.0;4.8;12000
fffe32003200320032003400;39636;Female;Service;No;2.0;3.0;3.4;6000
fffe32003300300034003700;39807;Female;Service;Yes;4.0;8.0;8.8;7000
fffe31003600370031003100;39539;Male;Product;Yes;1.0;3.0;4.1;5000
fffe33003200320032003900;39605;Male;Product;No;3.0;3.0;4.0;3000
fffe3600380039003000;39791;Male;Product;Yes;3.0;6.0;7.1;12000
fffe3800310030003300;39579;Male;Service;Yes;3.0;5.0;6.6;5000
fffe33003200330034003800;39652;Male;Product;Yes;3.0;6.0;5.4;2000
fffe31003800360034003500;39459;Female;Service;No;2.0;3.0;3.4;14000
fffe3400390038003000;39699;Male;Product;No;4.0;6.0;7.5;1000
fffe32003100320037003900;39796;Male;Product;Yes;3.0;6.0;4.1;10000
fffe33003400350033003900;39723;Male;Product;Yes;2.0;3.0;4.2;14000
fffe32003500320033003500;39679;Female;Product;Yes;2.0;3.0;3.8;9000
fffe31003100340030003200;39787;Male;Product;Yes;1.0;3.0;5.8;9000
fffe33003000330031003800;39691;Male;Service;No;3.0;6.0;7.8;3000
fffe32003400360035003500;39640;Male;Product;Yes;2.0;4.0;5.8;7000
fffe31003400340033003200;39616;Male;Service;No;3.0;6.0;6.5;12000
fffe32003500340035003500;39666;Male;Product;No;2.0;5.0;7.6;13000
fffe32003200300038003300;39535;Female;Service;Yes;1.0;1.0;1.9;7000
fffe32003100350031003800;39633;Male;Product;Yes;2.0;4.0;7.5;13000
fffe31003100370035003700;39620;Female;Product;Yes;0.0;1.0;2.1;1000
fffe3400370032003500;39565;Female;Product;Yes;3.0;4.0;6.1;10000
fffe33003200380038003000;39618;Female;Service;Yes;2.0;6.0;6.8;12000
fffe3500360030003700;39531;Male;Product;Yes;1.0;2.0;4.7;10000
fffe3500370034003800;39617;Male;Service;Yes;2.0;5.0;5.8;1000
fffe31003700340039003000;39765;Male;Service;Yes;2.0;3.0;6.5;9000
fffe31003100320035003400;39781;Male;Service;No;4.0;8.0;7.8;4000
fffe31003200370032003000;39694;Male;Product;Yes;3.0;5.0;5.4;13000
fffe3500370034003700;39536;Female;Service;No;2.0;4.0;5.8;15000
fffe3600390033003000;39570;Female;Service;No;2.0;6.0;8.0;11000
fffe32003500380035003900;39724;Female;Service;Yes;1.0;1.0;3.0;6000
fffe31003300360030003800;39636;Female;Service;Yes;2.0;6.0;7.0;9000
fffe32003500330030003900;39651;Female;Service;Yes;2.0;4.0;4.2;7000
fffe32003700380030003400;39513;Female;Product;Yes;2.0;4.0;5.6;8000
fffe33003200310030003500;39773;Male;Service;Yes;1.0;1.0;0.4;6000
fffe31003100310033003900;39806;Male;Product;No;1.0;3.0;7.0;12000
fffe32003100320030003600;39798;Male;Service;Yes;2.0;5.0;6.8;4000
fffe32003000350034003000;39613;Male;Product;No;3.0;7.0;7.5;10000
fffe31003800380031003100;39565;Male;Service;No;3.0;8.0;7.8;6000
fffe32003800320039003300;39465;Male;Product;Yes;2.0;1.0;0.2;10000
fffe3200370031003000;39675;Male;Service;No;4.0;7.0;7.2;15000
fffe32003200340033003400;39733;Male;Product;Yes;2.0;4.0;5.1;7000
fffe32003200310036003700;39659;Male;Service;No;3.0;7.0;7.3;10000
fffe32003000360038003300;39449;Male;Product;No;2.0;6.0;7.1;11000
fffe3300340036003000;39606;Female;Service;Yes;2.0;5.0;5.0;14000
fffe33003000300030003800;39701;Male;Service;Yes;1.0;2.0;4.8;11000
fffe32003000380034003600;39757;Male;Product;No;2.0;4.0;3.9;2000
fffe3400330030003300;39731;Female;Service;No;2.0;5.0;7.2;11000
fffe31003500340032003300;39536;Female;Service;Yes;1.0;2.0;5.3;8000
fffe31003900310038003400;39585;Female;Product;Yes;0.0;1.0;2.4;13000
fffe33003000370032003400;39528;Female;Service;No;2.0;4.0;6.6;4000
fffe31003400360037003500;39543;Male;Service;No;1.0;4.0;6.3;1000
fffe3600340039003200;39587;Female;Service;Yes;2.0;3.0;4.6;7000
fffe33003000310034003400;39588;Male;Product;Yes;3.0;7.0;8.1;12000
fffe3100350035003000;39463;Female;Service;No;2.0;3.0;4.5;12000
fffe3600330038003400;39478;Male;Service;Yes;2.0;4.0;4.8;12000
fffe31003800380034003000;39601;Male;Service;No;2.0;4.0;6.9;13000
fffe31003200310037003100;39552;Female;Service;Yes;1.0;2.0;0.9;5000
fffe33003100350035003400;39629;Female;Product;No;3.0;5.0;8.3;9000
fffe32003100370038003500;39778;Female;Product;No;2.0;4.0;5.5;12000
fffe31003300300037003300;39578;Male;Product;No;3.0;6.0;4.7;13000
fffe33003400380034003200;39502;Male;Service;Yes;3.0;6.0;6.4;4000
fffe32003900360032003000;39763;Male;Service;Yes;0.0;1.0;3.5;9000
fffe32003500300032003200;39730;Male;Service;Yes;2.0;3.0;3.3;9000
fffe3100330032003600;39766;Female;Product;Yes;2.0;4.0;5.5;5000
fffe31003600300037003300;39720;Male;Service;No;2.0;4.0;3.4;7000
fffe31003700380037003800;39545;Male;Product;Yes;0.0;1.0;3.3;10000
fffe3300350037003400;39713;Female;Service;No;2.0;7.0;8.3;15000
fffe3100340036003000;39606;Female;Service;Yes;0.0;1.0;1.0;1000
fffe31003200340038003700;39782;Female;Product;Yes;3.0;6.0;9.0;11000
fffe31003800300036003700;39525;Male;Product;Yes;0.0;2.0;3.3;15000
fffe32003300380037003300;39657;Male;Service;No;3.0;4.0;6.1;13000
fffe31003000390034003100;39652;Female;Product;Yes;2.0;5.0;3.9;2000
fffe31003600390031003800;39546;Male;Product;No;3.0;5.0;6.9;15000
fffe32003700310035003200;39468;Male;Service;No;2.0;4.0;8.6;3000
fffe32003900320038003800;39725;Male;Product;Yes;2.0;5.0;6.7;10000
fffe38003400;39592;Male;Product;No;1.0;4.0;6.6;12000
fffe31003400350035003400;39615;Female;Product;No;2.0;3.0;3.9;1000
fffe33003100300036003500;39767;Female;Service;Yes;1.0;1.0;1.1;4000
fffe3900350034003800;39551;Male;Service;Yes;1.0;4.0;4.5;11000
fffe31003500350038003100;39762;Male;Service;Yes;3.0;5.0;7.9;5000
fffe3200350033003300;39742;Female;Product;No;2.0;7.0;7.5;12000
fffe32003000390032003000;39687;Female;Service;No;2.0;6.0;7.6;11000
fffe3400350037003900;39754;Male;Service;Yes;1.0;4.0;5.0;7000
fffe3600380031003300;39601;Male;Product;Yes;1.0;3.0;6.2;8000
fffe32003800390033003800;39582;Female;Service;Yes;3.0;5.0;6.2;9000
fffe32003000390037003600;39646;Male;Product;No;0.0;1.0;2.0;9000
fffe33003300320039003100;39765;Male;Service;Yes;2.0;5.0;7.2;2000
fffe31003800330035003400;39789;Female;Service;Yes;1.0;3.0;5.4;1000
fffe31003700330030003300;39550;Female;Product;Yes;2.0;3.0;4.2;2000
fffe31003500380036003800;39648;Male;Product;Yes;0.0;2.0;3.4;2000
fffe33003000330038003000;39715;Male;Service;Yes;3.0;5.0;6.5;8000
fffe310039003600;39574;Male;Product;Yes;1.0;4.0;4.7;14000
fffe31003100360035003600;39590;Female;Service;Yes;2.0;2.0;3.6;6000
fffe31003700300035003600;39808;Male;Product;Yes;3.0;6.0;7.1;3000
fffe33003300390037003100;39451;Male;Service;Yes;3.0;5.0;8.1;5000
fffe3600330033003800;39700;Male;Service;Yes;3.0;5.0;4.6;12000
fffe33003000390039003600;39562;Female;Service;Yes;3.0;6.0;5.1;12000
fffe32003900360039003000;39548;Female;Product;Yes;1.0;3.0;5.7;5000
fffe330034003700;39590;Female;Service;Yes;1.0;4.0;5.3;11000
fffe31003900390035003800;39714;Female;Service;Yes;3.0;6.0;7.2;12000
fffe33003300380030003000;39524;Female;Service;No;2.0;4.0;6.5;15000
fffe3400380032003800;39743;Female;Service;Yes;3.0;5.0;7.2;12000
fffe33003000310038003100;39787;Female;Service;No;0.0;1.0;2.6;14000
fffe31003000380039003400;39606;Male;Service;No;1.0;3.0;5.6;6000
fffe31003100390037003000;39766;Female;Service;Yes;3.0;5.0;7.8;7000
fffe32003400320033003300;39769;Female;Service;No;1.0;1.0;1.5;10000
fffe3600300030003200;39778;Male;Service;No;1.0;2.0;4.0;7000
fffe3700390038003000;39794;Female;Service;Yes;2.0;3.0;4.5;2000
fffe32003600320034003200;39528;Female;Product;Yes;3.0;5.0;4.8;2000
fffe3100360034003400;39807;Male;Product;No;2.0;4.0;4.0;12000
fffe3900370035003400;39451;Female;Service;Yes;2.0;3.0;6.0;5000
fffe31003200310039003800;39623;Female;Service;No;3.0;5.0;6.1;10000
fffe32003500330031003700;39658;Female;Service;No;4.0;8.0;6.5;6000
fffe3900320034003100;39701;Female;Service;Yes;1.0;2.0;2.4;9000
fffe32003400330037003600;39675;Female;Product;Yes;1.0;1.0;3.5;5000
fffe3500330030003400;39520;Female;Service;No;2.0;5.0;4.0;13000
fffe32003900380039003300;39666;Male;Service;Yes;2.0;4.0;4.9;11000
fffe32003300330038003600;39682;Female;Product;Yes;2.0;5.0;7.2;7000
fffe33003000380035003800;39541;Male;Service;Yes;4.0;6.0;6.5;15000
fffe33003200360036003700;39697;Male;Service;No;2.0;6.0;8.0;4000
fffe32003900390032003200;39601;Male;Product;No;3.0;5.0;7.5;10000
fffe320034003900;39507;Female;Service;Yes;1.0;1.0;3.4;6000
fffe31003100360034003400;39745;Female;Service;No;5.0;10.0;9.1;3000
fffe33003400340034003900;39682;Male;Service;No;3.0;5.0;8.0;2000
fffe33003200300030003400;39657;Male;Service;Yes;2.0;6.0;7.7;13000
fffe3700330037003600;39695;Female;Product;Yes;5.0;9.0;8.6;12000
fffe31003300390033003100;39452;Male;Product;Yes;2.0;5.0;3.9;12000
fffe3900340030003600;39692;Male;Service;Yes;2.0;3.0;3.1;11000
fffe31003000340035003500;39576;Male;Service;Yes;1.0;3.0;4.7;15000
fffe32003900320030003900;39772;Male;Service;Yes;1.0;3.0;5.1;7000
fffe36003800;39637;Male;Service;Yes;3.0;5.0;5.4;11000
fffe32003900360039003900;39674;Female;Product;Yes;3.0;5.0;6.3;12000
fffe31003500360035003900;39564;Female;Service;Yes;1.0;1.0;2.4;9000
fffe3200320031003600;39480;Female;Service;Yes;1.0;2.0;4.7;7000
fffe33003000310034003100;39502;Male;Product;No;1.0;3.0;3.4;13000
fffe32003800370036003700;39809;Male;Service;No;3.0;5.0;5.7;11000
fffe3600330030003900;39540;Female;Service;No;3.0;7.0;7.8;8000
fffe330034003400;39785;Female;Service;No;3.0;5.0;7.2;7000
fffe31003900310034003100;39608;Male;Service;Yes;3.0;6.0;8.1;2000
fffe3900370039003200;39745;Male;Service;Yes;3.0;6.0;6.1;9000
fffe32003300320036003800;39602;Male;Service;Yes;2.0;5.0;7.1;6000
fffe31003700320035003000;39624;Male;Product;No;3.0;7.0;8.7;14000
fffe31003500350035003600;39727;Female;Product;No;2.0;6.0;7.3;15000
fffe3300360034003900;39602;Female;Service;Yes;3.0;6.0;6.5;9000
fffe32003700330037003500;39595;Female;Service;No;2.0;5.0;7.9;14000
fffe32003200370032003200;39608;Female;Service;Yes;0.0;1.0;0.1;8000
fffe32003700310036003900;39464;Female;Service;No;1.0;2.0;5.6;7000
fffe32003200370035003200;39481;Female;Service;Yes;2.0;5.0;6.7;3000
fffe32003200350039003700;39501;Female;Service;Yes;1.0;2.0;2.8;7000
fffe32003000370039003700;39776;Female;Product;No;2.0;3.0;2.7;1000
fffe330032003100;39609;Male;Service;Yes;2.0;4.0;4.0;9000
fffe31003500370035003400;39800;Female;Service;Yes;2.0;4.0;5.1;10000
fffe33003100380039003900;39450;Male;Service;Yes;3.0;6.0;5.5;4000
fffe3100310030003800;39729;Male;Product;Yes;1.0;4.0;6.4;7000
fffe32003000350031003600;39496;Male;Product;Yes;1.0;4.0;3.9;3000
fffe3100310033003400;39471;Female;Service;No;3.0;6.0;7.9;2000
fffe3700340033003300;39584;Female;Service;Yes;3.0;5.0;6.4;8000
